assigned_group,STATUS,TIME_IN_STATUS_BY_OWNER_HRS
DC000141,SLAHOLD,58.69319727922248
NW000434,AWAITCUS,58.51692708333907
ITS00313,PENDINGCUS,58.45
DC000128,PENDINGREV,58.23958333373751
EDC00001,QUEUED,58.20041816017168
DC000113,QUEUED,58.19574722977795
EDC00054,PENDINGVEN,58.0916666665
EDC00031,AWAITVEN,58.075
DC000109,AWAITCUS,57.98999999994
ITS00363,QUEUED,57.86025641039385
DC000152,AWAITCUS,57.68931818210588
DC000128,SLAHOLD,57.60636574018473
SM000521,QUEUED,57.32604166685624
NW000494,AWAITCUS,57.32000000074
DC000108,SLAHOLD,57.281028368914896
NS000116,INPROG,57.18666666664
NW000495,AWAITVEN,57.15
ITS00327,AWAITCUS,57.123118279454836
DC000133,AWAITCHG,57.076754386018436
DC000140,SLAHOLD,57.01111111115186
NS000117,AWAITCUS,56.893333333460006
NW000409,PENDINGCUS,56.89277777779666
DC000139,QUEUED,56.37677836578747
DC000200,QUEUED,56.21971051518154
ITS00313,PENDINGVEN,56.05
DC000129,SLAHOLD,56.033045977077606
DC000129,AWAITCHG,55.88714285727715
NW000413,AWAITVEN,55.8642857142026
DC000174,QUEUED,55.783333333
ENT00005,PENDINGCUS,55.73333333316537
DC000108,AWAITCHG,55.612962962827766
ITS00327,PENDING,55.46666666776667
NW000482,QUEUED,55.443518518555564
DC000209,AWAITCUS,55.43870274912422
NW000412,PENDINGCUS,55.408655616969064
ITS00358,AWAITCUS,55.40584045576493
CB000600,AWAITCHG,55.283333333
DC000117,PENDINGCUS,54.874999999925
NW000424,SLAHOLD,54.79621212123181
DC000152,SLAHOLD,54.78794992188545
NW000488,AWAITCUS,54.52407407406666
NW000492,QUEUED,54.460992907857445
ITS00345,SLAHOLD,54.43229166695625
NW000427,AWAITCUS,54.417666666820004
NW000433,AWAITVEN,54.37876811580305
DC000140,QUEUED,54.34769938628065
EDC00009,AWAITCUS,54.311111110877775
DC000216,AWAITCUS,54.27028584611879
EDC00055,INPROG,54.17727272766364
ITS00330,SLAHOLD,54.133333333027274
DC000152,AWAITCHG,54.098148148185174
NS000100,QUEUED,54.05
EU000203,QUEUED,53.971803400087616
NDS00026,INPROG,53.9266666666
NW000432,INPROG,53.913333333115
NW000429,QUEUED,53.811421383640734
DC000200,AWAITCUS,53.776436781517255
DC000237,INPROG,53.66423948193788
EDC00064,QUEUED,53.580701754647365
NW000417,PENDING,53.56102941181175
EDC00010,AWAITCUS,53.549719887803384
NW000417,QUEUED,53.53464497042984
DC000216,SLAHOLD,53.53419117639704
ENT00006,PENDINGCUS,53.533333333
COR00552,QUEUED,53.41740488340512
EDC00066,AWAITCUS,53.316666665
SM000502,PENDINGREV,53.266666666599995
SM000537,AWAITCUS,53.21041666628749
AP000007,INPROG,53.066666667
NW000424,INPROG,53.064678898811934
NS000100,AWAITCHG,52.95
ITS00332,PENDINGCUS,52.92314814832778
EDC00008,SLAHOLD,52.830000000000005
ITS00325,PENDINGCUS,52.65263157878948
DC000223,AWAITCUS,52.06538461563845
ITS00348,AWAITCUS,52.04666666645667
DC000179,INPROG,51.949568965504334
DC000130,AWAITCUS,51.842592592660345
DC000198,QUEUED,51.822557536985535
NW000412,AWAITVEN,51.72478108575781
NW000438,PENDING,51.589333333224005
NW000412,QUEUED,51.57375395401102
COR00550,SLAHOLD,51.55
ITS00335,AWAITCUS,51.514492753504335
NW000502,AWAITCUS,51.35555555666667
ITS00368,AWAITCUS,51.24166666674999
DC000119,PENDING,51.12948717971153
ITS00343,INPROG,50.963773584942935
ESI00028,PENDING,50.947916667575
NW000411,AWAITVEN,50.92083333332501
NW000489,AWAITCUS,50.79942528768965
DC000135,AWAITCHG,50.75555555433334
ITS00376,AWAITCUS,50.61904761895714
ITS00363,SLAHOLD,50.566666667
ITS00102,AWAITCHG,50.45
CB000600,INPROG,50.40555555666668
PM000608,QUEUED,50.341666666500004
DC000198,SLAHOLD,50.2354166663375
NW000405,PENDING,50.22435897427116
DC000125,INPROG,50.209259259272216
NW000412,SLAHOLD,50.074483775853054
EDC00024,AWAITCUS,49.9689393940909
DC000122,QUEUED,49.9406898215166
EDC00003,AWAITCHG,49.93333333335
NW000413,QUEUED,49.754444444417345
EDC00031,SLAHOLD,49.58333333323333
ITS00321,INPROG,49.482211538529796
ITS00325,QUEUED,49.418310397637384
NW000438,PENDINGREV,49.4166666665
NW000449,AWAITCUS,49.36777777770667
ITS00309,PENDINGCUS,49.36091953998966
NW000428,AWAITCUS,49.25833333332668
DC000233,INPROG,49.21344086013225
DC000140,INPROG,49.2048611115125
DC000150,AWAITCUS,49.166666667
DC000129,AWAITVEN,49.15059523810477
DC000223,SLAHOLD,49.136666666895
NW000464,QUEUED,48.917142239503555
NW000410,SLAHOLD,48.807647058701185
DC000141,AWAITCHG,48.77300724640978
ITS00370,AWAITCHG,48.7583333335
DC000141,QUEUED,48.640541332027226
NW000409,AWAITCUS,48.576349948059715
DC000248,AWAITCUS,48.41845238099642
NW000429,INPROG,48.38179650223688
ITS00325,PENDINGVEN,48.34481481478891
NW000430,QUEUED,48.34201388880592
DC000101,QUEUED,48.20762578617416
ITS00328,QUEUED,48.196666666599995
ITS00375,INPROG,48.14666666666001
ESI00026,SLAHOLD,48.11060606057272
DC000188,AWAITCUS,48.094148936107445
ITS00345,QUEUED,48.03299595133501
ENT00045,AWAITCUS,48.01237373783334
ITS00322,PENDINGCUS,47.98809523867142
NS000117,QUEUED,47.97162162179459
ITS00332,PENDINGREV,47.8833333322
ITS00108,AWAITVEN,47.7888888889
DC000203,AWAITCHG,47.737499999975
DC000176,AWAITCUS,47.70952380995714
DC000141,AWAITCUS,47.426282051173025
DC000122,PENDINGCUS,47.238888890000005
ITS00344,INPROG,47.22419354814273
EDC00010,SLAHOLD,47.22083333368227
NW000404,PENDINGCUS,47.20595238075714
DC000253,QUEUED,47.066272966212594
ITS00367,QUEUED,47.05069444455623
ITS00360,QUEUED,46.90841836760051
NW000449,SLAHOLD,46.599999999469226
NW000432,PENDING,46.533333333
ITS00358,INPROG,46.519498910936626
SM000502,PENDINGCUS,46.325
DC000262,AWAITCUS,46.142276422814625
ITS00325,AWAITVEN,46.06079664543776
COR00553,QUEUED,45.9692640693837
DC000207,QUEUED,45.95512387381583
ENT00005,SLAHOLD,45.85358796281806
NDS00033,INPROG,45.80333333362499
EDC00021,PENDINGCUS,45.77777777828333
NW000436,INPROG,45.63571428577143
NW000433,SLAHOLD,45.634463276530525
ITS00370,QUEUED,45.54494047608929
DC000201,AWAITCUS,45.48611111061666
NW000428,PENDINGREV,45.433333333
NW000405,PENDINGREV,45.3833333326647
SM000561,SLAHOLD,45.3770114939793
DC000184,QUEUED,45.216666666500004
ITS00325,SLAHOLD,45.14634146339026
NW000437,INPROG,45.141098484874995
ITS00110,INPROG,45.087500000000006
DC000128,PENDINGVEN,45.08541666703752
NW000453,PENDING,44.85666666686
NW000410,AWAITCUS,44.79814625848059
DC000252,AWAITVEN,44.73333333315
DC000125,SLAHOLD,44.69999999985
ITS00376,QUEUED,44.60738636400198
NW000477,QUEUED,44.22812500003428
NW000507,INPROG,44.116666667
DC000257,AWAITVEN,44.084313725488244
EDC00029,AWAITCUS,43.98209876542965
DC000254,QUEUED,43.862962962822216
NW000448,AWAITCHG,43.630555555
EDC00003,INPROG,43.55364583333751
DC000229,QUEUED,43.537850466944
EDC00025,AWAITCUS,43.52259887021694
EDC00003,QUEUED,43.3656679149547
NDS00026,QUEUED,43.176666666673334
DC000130,PENDINGVEN,43.15777777773333
EDC00095,INPROG,43.1407801417
NW000424,AWAITCHG,43.116666666650005
DC000139,INPROG,43.013888889272636
ENT00005,AWAITCHG,42.99803921504118
SM000554,QUEUED,42.916666667
DC000186,AWAITCHG,42.86666666776667
ITS00330,AWAITCUS,42.834722222226674
DC000157,QUEUED,42.78333333323334
DC000178,INPROG,42.77974537016807
NW000409,SLAHOLD,42.75865384606539
EDC00010,QUEUED,42.724015088108416
ITS00313,AWAITCUS,42.57951807223373
NW000471,QUEUED,42.53696215639177
NW000428,PENDING,42.519999999339994
NW000463,AWAITCUS,42.493092522365764
ITS00350,QUEUED,42.46153846176923
NW000426,AWAITCUS,42.16547619071429
ITS00377,INPROG,42.06666666740001
NW000426,INPROG,42.04062500000624
EDC00026,QUEUED,42.01100628928492
DC000253,INPROG,41.746153846415375
ITS00307,SLAHOLD,41.5059523812
ITS00322,PENDING,41.4875
NW000414,QUEUED,41.321998852394856
EDC00056,QUEUED,41.204545455154545
ITS00321,SLAHOLD,41.19773809544573
COR00551,AWAITCUS,41.149999999174995
NW000449,INPROG,41.12117647065473
ITS00331,AWAITCHG,41.02222222233333
DC000163,PENDINGVEN,40.98966244760887
NW000448,AWAITVEN,40.89027777780833
NW000409,AWAITCHG,40.71904761861428
PM000605,QUEUED,40.6
ENT00045,PENDINGCUS,40.50416666675
ESI00049,PENDINGCUS,40.37333333354
ITS00338,QUEUED,40.31727272709998
NW000437,AWAITCUS,40.292222222119996
ITS00332,QUEUED,40.27034506915264
DC000236,INPROG,40.2697368420637
NW000410,INPROG,40.21754694863906
EDC00010,PENDINGCUS,40.18974358973847
EDC00042,QUEUED,40.17499999983334
DC000130,SLAHOLD,40.0975163398557
NW000517,QUEUED,40.0583333335
ITS00315,QUEUED,40.05
DC000141,INPROG,40.04719047615811
NDS00032,INPROG,40.03333333443334
NW000412,AWAITCUS,40.01135371174292
NW000430,PENDINGREV,39.883333333
EDC00096,PENDINGREV,39.866666667
ITS00312,PENDING,39.866666667
ITS00360,SLAHOLD,39.80833333325
EDC00006,INPROG,39.779392764830035
NW000433,PENDINGCHG,39.71111111133333
DC000272,QUEUED,39.67361111082501
NS000116,QUEUED,39.51853881262132
DC000150,SLAHOLD,39.506666666680005
COR00557,INPROG,39.46833333363499
EDC00030,INPROG,39.412499999908356
DC000159,INPROG,39.383333333
NW000412,AWAITCHG,39.365242165252155
NW000519,AWAITCUS,39.316666667
DC000133,PENDINGVEN,39.29303482597463
ITS00346,QUEUED,39.23242589241688
ESI00049,INPROG,39.121428571221415
NW000428,QUEUED,39.112052730718624
DC000245,SLAHOLD,38.893333334
NW000438,INPROG,38.784966319678105
ITS00358,QUEUED,38.73731304785566
SM000532,SLAHOLD,38.73333333335
EDC00018,PENDING,38.683333333
DC000228,QUEUED,38.54885057470345
NW000429,PENDINGCUS,38.485416667037505
EU000203,INPROG,38.470348837210445
ITS00108,INPROG,38.309895833118745
DC000131,AWAITCUS,38.255555556
DC000108,INPROG,38.13346883477763
NW000448,QUEUED,38.079985754992556
EDC00053,QUEUED,37.982753919615725
NS000116,AWAITCUS,37.958333333469994
EDC00068,PENDING,37.95666666674
ESO00200,QUEUED,37.933333333
NW000464,INPROG,37.85263157947194
NW000428,INPROG,37.84166666646299
DC000133,AWAITVEN,37.70780224026104
NW000489,AWAITCHG,37.6416666665
ENT00003,QUEUED,37.593750000099995
DC000132,INPROG,37.53157247420235
EDC00025,QUEUED,37.419846316862156
ITS00373,QUEUED,37.378378378443244
EDC00029,INPROG,37.33933847625519
SM000537,INPROG,37.268637992852696
DC000247,AWAITCUS,37.15138888860833
DC000257,INPROG,37.13020833323749
SM000558,QUEUED,36.847070706827274
DC000200,SLAHOLD,36.804166666966665
ITS00376,INPROG,36.62484276731887
ITS00108,QUEUED,36.54687943259021
DC000102,QUEUED,36.5
SM000542,PENDINGREV,36.4666666665
EDC00018,QUEUED,36.394069529616566
ITS00325,PENDING,36.35606060635454
EDC00024,INPROG,36.32326139084532
EDC00030,AWAITCHG,36.283333333
ENT00045,INPROG,36.154642857073206
DC000200,INPROG,35.99414473684676
NW000430,INPROG,35.991933333423596
SM000502,QUEUED,35.98659277503544
NW000489,SLAHOLD,35.94999999985
DC000249,QUEUED,35.94670912944714
ITS00380,SLAHOLD,35.93128742516733
ITS00100,QUEUED,35.8041666667125
ITS00357,INPROG,35.7999999999
DC000107,AWAITCHG,35.7166666665
DC000129,PENDINGCUS,35.68571428575714
SM000512,INPROG,35.68480392167647
NW000463,AWAITVEN,35.659782608765234
DC000200,AWAITCHG,35.63333333333333
DC000148,SLAHOLD,35.6125
ESI00047,PENDING,35.2
ITS00377,QUEUED,35.19518518519334
NW000401,SLAHOLD,35.19416666682999
SM000582,SLAHOLD,35.16794871746154
NW000458,QUEUED,35.166666667
DC000127,PENDING,35.1496527778604
ESI00028,AWAITCUS,35.134090909088656
SM000558,SLAHOLD,35.12777777666667
DC000211,INPROG,35.005555555566666
EU000204,AWAITCHG,34.983333333
NW000404,AWAITCHG,34.97222222168333
NW000510,AWAITVEN,34.89761904767143
DC000220,INPROG,34.8166666665
DC000141,PENDING,34.58823529432942
DC000119,INPROG,34.56289870310142
EDC00018,INPROG,34.5166666669
NW000427,AWAITCHG,34.47500000015
DC000166,SLAHOLD,34.45
EU000203,PENDING,34.18690476167142
DC000131,PENDINGREV,34.17499999985
ITS00330,QUEUED,34.1695144725165
NW000431,QUEUED,34.09992818227552
DC000113,INPROG,34.0458156027534
SM000561,AWAITCUS,34.033333332783336
DC000109,SLAHOLD,33.769444444466664
DC000207,INPROG,33.61775486824208
ITS00108,SLAHOLD,33.578571428678565
NW000424,QUEUED,33.56304166676251
ITS00308,INPROG,33.56004566211644
NW000446,AWAITCHG,33.442857143285714
ITS00342,AWAITVEN,33.305555555333335
EDC00040,SLAHOLD,33.1499999999
DC000211,SLAHOLD,33.016666667
ENT00026,QUEUED,32.916666667
ITS00323,QUEUED,32.866666667
ITS00361,INPROG,32.83611111171666
TIVMON,QUEUED,32.80666666688667
ENT00045,QUEUED,32.66533196438087
DC000223,INPROG,32.51873385020388
DC000262,INPROG,32.472807017536844
NW000505,AWAITVEN,32.37499999999999
NDS00031,QUEUED,32.370833333250005
SM000512,AWAITCHG,32.3499999999
ITS00103,QUEUED,32.29761904745715
ITS00321,AWAITCUS,32.28263888890209
ITS00347,AWAITVEN,32.19166666685
ITS00307,PENDINGVEN,32.127777777666665
ITS00381,SLAHOLD,32.103448275912065
NDS00032,PENDINGREV,32.091666666500004
ENT00009,AWAITVEN,32.0416666665
SM000513,INPROG,32.02777777774444
ITS00312,PENDINGCUS,32.0
SM000545,QUEUED,31.95
NW000471,INPROG,31.79567901232962
NS000107,SLAHOLD,31.783333333
ITS00332,INPROG,31.731726907613268
DC000156,INPROG,31.723314065382706
ITS00367,AWAITCUS,31.7125
DC000210,QUEUED,31.691378708548015
ENT00045,SLAHOLD,31.623333333320005
EDC00006,QUEUED,31.493899639259883
DC000188,AWAITVEN,31.353571428292856
ITS00381,AWAITCHG,31.304166666675
DC000141,PENDINGVEN,31.2666666665
NW000473,QUEUED,31.190484903913745
EDC00021,SLAHOLD,31.035714285949997
NW000472,QUEUED,31.020510249575228
DC000197,AWAITCUS,31.016666667
DC000178,SLAHOLD,30.84848484819091
DC000213,INPROG,30.833333333433334
DC000257,QUEUED,30.7719745222726
NW000427,PENDING,30.764285714478575
NW000437,PENDINGVEN,30.70277777821667
NW000437,PENDINGCUS,30.680555555433333
EDC00024,PENDINGCUS,30.658333333283338
ITS00361,QUEUED,30.65595238068571
ESI00054,INPROG,30.592857142385718
ESI00019,QUEUED,30.5416666665
DC000147,QUEUED,30.535642946337454
ITS00375,QUEUED,30.33936507942809
ITS00375,AWAITVEN,30.266666667
NDS00005,QUEUED,30.174999999999997
DC000221,AWAITCUS,30.090329218227975
ITS00301,SLAHOLD,30.0
NW000459,HISTEDIT,29.9458333325
EDC00041,AWAITVEN,29.874999999537497
DC000262,SLAHOLD,29.7133333332
DC000119,QUEUED,29.640990675980166
DC000129,QUEUED,29.613683127658426
ITS00104,QUEUED,29.533333333433333
NW000433,INPROG,29.52467091292744
NW000437,AWAITVEN,29.40714285720143
DC000216,INPROG,29.39040662293292
DC000132,PENDING,29.34009009007027
NW000448,PENDINGVEN,29.3
ITS00365,QUEUED,29.283333332999998
ENT00042,INPROG,29.248611111379173
ITS00347,AWAITCUS,29.14166666665
ITS00313,QUEUED,29.109359190558507
NW000498,QUEUED,29.054166666575
CG4TECH,INPROG,29.04666666734
DC000143,AWAITCHG,28.983333333
SM000537,QUEUED,28.803233151169625
ITS00357,QUEUED,28.765277777779172
EDC00021,INPROG,28.557305936302047
ITS00325,AWAITCHG,28.530952381
ITS00348,QUEUED,28.410919540198634
NW000410,QUEUED,28.335252214131508
ITS00312,INPROG,28.288888888866662
NW000459,QUEUED,28.244120218561648
NW000434,SLAHOLD,28.24000000006
EDC00002,AWAITVEN,28.183333333
SM000537,SLAHOLD,28.17121212115455
EDC00055,AWAITVEN,28.163541666499995
DC000167,QUEUED,28.141666667
EDC00005,INPROG,28.099999999999998
ENT00042,QUEUED,28.030620154941854
SM000501,INPROG,27.987499999925
DC000230,INPROG,27.933333333500002
EDC00074,INPROG,27.838888888666663
EDC00001,PENDING,27.79298245612632
EDC00053,INPROG,27.713432835781344
NW000459,PENDINGCUS,27.6722222221
NW000508,INPROG,27.663888888621425
DC000133,PENDINGCHG,27.633333333
EDC00010,AWAITCHG,27.6267295597132
ENT00005,AWAITCUS,27.59031270146555
DC000252,SLAHOLD,27.572222222233336
NW000460,AWAITVEN,27.563888888350004
EDC00024,AWAITCHG,27.527777777666667
NW000409,AWAITVEN,27.46581272088037
NW000474,INPROG,27.43666666692
AP000004,INPROG,27.4
EDC00056,SLAHOLD,27.35
NW000463,SLAHOLD,27.288888888805545
ESI00010,INPROG,27.25833333335
EDC00009,QUEUED,27.22238095227657
DC000203,SLAHOLD,27.1793010753871
DC000206,QUEUED,27.171505376404436
ENT00015,PENDINGVEN,27.0
DC000114,INPROG,26.82666666654
ITS00387,QUEUED,26.816666667
DC000198,INPROG,26.80648148136388
ITS00349,INPROG,26.790740740999997
ESI00011,NEW,26.783333333
ENT00005,NEW,26.783333333
NW000431,PENDINGVEN,26.702314814808332
DC000210,INPROG,26.67242114235601
NW000417,INPROG,26.625946121434673
ITS00380,AWAITCUS,26.602858203295344
DC000122,INPROG,26.55412541257329
DC000188,AWAITCHG,26.55277777768334
SM000525,QUEUED,26.55
ESI00046,QUEUED,26.4388888889
DC000202,QUEUED,26.379430626144202
NW000502,INPROG,26.323333332960004
NW000427,AWAITVEN,26.300000000206673
DC000147,INPROG,26.265700483095657
DC000156,AWAITCUS,26.192857142328567
EDC00007,QUEUED,26.166666667
NW000409,INPROG,26.127752293500667
NW000442,AWAITVEN,26.05
NW000449,QUEUED,26.037680132252234
DC000242,SLAHOLD,26.0125
EDC00025,PENDINGVEN,25.993333333369996
DC000163,PENDINGCUS,25.988888888833333
ITS00381,INPROG,25.96881977669283
NW000510,AWAITCUS,25.921428571560714
DC000263,INPROG,25.921171171237834
EDC00040,AWAITCUS,25.815000000060003
DC000221,AWAITVEN,25.74047619052857
ITS00321,AWAITCHG,25.71244444442667
NW000454,AWAITCUS,25.616666667
DC000140,AWAITVEN,25.394444444433333
EDC00003,AWAITCUS,25.288888888953334
NW000431,PENDINGCUS,25.225000000033333
SM000560,QUEUED,25.185185185233333
EDC00055,PENDINGCUS,25.166666667
DC000202,INPROG,25.101730815794998
NW000433,QUEUED,25.043498125531666
EDC00051,INPROG,25.041666666850002
ITS00307,INPROG,25.03119658121155
EDC00054,SLAHOLD,24.945833333425
ENT00005,AWAITVEN,24.945163690506238
EDC00027,QUEUED,24.893333333340003
DC000140,AWAITCUS,24.684444444444996
COR00553,PENDINGCUS,24.641666666099997
ITS00361,SLAHOLD,24.599999999999998
DC000224,AWAITVEN,24.55
EDC00024,QUEUED,24.42905568996369
DC000130,PENDINGCUS,24.406666667070002
AP000007,QUEUED,24.326666666599998
EDC00001,INPROG,24.324572649719222
EU000202,PENDINGCUS,24.317901234448144
ITS00338,INPROG,24.30000000004286
DC000203,AWAITCUS,24.06693925238063
EDC00024,AWAITVEN,24.06583333332
ITS00389,INPROG,24.05833333315
NDS00026,PENDING,24.016666667
DC000254,AWAITCHG,23.888888889
DC000242,INPROG,23.738725490264702
DC000132,PENDINGCHG,23.7187499996375
DC000201,INPROG,23.694715447158533
ITS00349,QUEUED,23.62536231887174
ITS00327,QUEUED,23.516757575707032
DC000121,INPROG,23.377777777183336
NW000438,QUEUED,23.357596232582768
DC000247,AWAITVEN,23.3416666665
EDC00004,AWAITCUS,23.233333333250002
SM000561,INPROG,23.217375886340974
DC000263,AWAITCUS,23.20087719301053
NW000427,INPROG,23.132328308122112
SSCINFRA,QUEUED,23.033333333
SM000542,AWAITCHG,23.029629629655552
SM000512,SLAHOLD,22.9203703707
EDC00008,QUEUED,22.907377049247547
NW000433,PENDING,22.850314465320757
EDC00018,PENDINGCUS,22.833333333
DC000216,AWAITVEN,22.8208333333375
ITS00327,INPROG,22.75819672112841
NW000519,QUEUED,22.648148148188888
NW000463,AWAITCHG,22.588768115976084
DC000252,AWAITCUS,22.542424242454548
EDC00002,AWAITCUS,22.47471264368621
NW000433,PENDINGVEN,22.466666666845835
SM000582,QUEUED,22.400707070743632
ITS00321,QUEUED,22.29559633034128
ITS00343,QUEUED,22.260879003890327
DC000139,PENDINGCUS,22.2
NW000434,QUEUED,22.161744386942754
NW000469,AWAITCUS,22.025
COR00553,INPROG,21.906095979282558
EDC00026,PENDINGVEN,21.866666667
DC000250,INPROG,21.790692640732477
DC000109,PENDINGCHG,21.75
DC000139,AWAITCHG,21.692857142857143
DC000194,SLAHOLD,21.688888888949993
DC000221,SLAHOLD,21.592682926985365
EDC00014,QUEUED,21.587037036633333
DC000263,SLAHOLD,21.483333333385712
EDC00026,INPROG,21.451041666606255
DC000147,AWAITCUS,21.3333333335
NS000117,INPROG,21.24
NS000107,QUEUED,21.22499999985
NW000431,PENDINGREV,21.179999999859998
ESI00025,INPROG,21.15000000015
DC000130,PENDINGREV,21.09861111110833
EDC00026,SLAHOLD,21.05
NW000412,INPROG,20.99151166720181
DC000128,QUEUED,20.856373355296267
SM000520,INPROG,20.620370370699998
DC000176,AWAITCHG,20.486111111666666
NW000428,PENDINGCHG,20.402777777833332
DC000105,INPROG,20.3
DC000179,AWAITVEN,20.288888888666666
NW000408,PENDINGCUS,20.254166666624997
DC000155,AWAITVEN,20.231111111046665
ESI00016,QUEUED,20.216666667
EDC00008,PENDINGCUS,20.211111110999997
NDS00033,PENDINGREV,20.122222222166666
SM000561,AWAITCHG,20.116666667
EDC00089,INPROG,20.112222221966665
EDC00089,AWAITCHG,20.09166666665
ITS00356,INPROG,20.05
ITS00379,INPROG,20.025000000149998
AP000012,QUEUED,20.0
NS000104,QUEUED,20.0
NW000504,AWAITCUS,19.95833333315
EDC00002,QUEUED,19.841551010527137
SM000532,QUEUED,19.8083333334
ENT00014,AWAITCUS,19.80364583340625
ESI00012,AWAITVEN,19.710000000140003
ENT00006,AWAITCUS,19.6277777778
EDC00008,AWAITCUS,19.55
ITS00380,QUEUED,19.416295707530523
DC000129,PENDING,19.395370370183333
EDC00021,PENDING,19.349999999919998
DC000199,AWAITVEN,19.3
DC000183,INPROG,19.21041666645
NW000494,INPROG,19.19583333355625
EDC00002,PENDINGCHG,19.183333333350003
SM000571,QUEUED,19.156666666710002
ENT00009,INPROG,19.11602564105
DC000236,QUEUED,19.05421911424738
EDC00053,PENDINGCUS,19.0
NW000459,INPROG,18.907576933004798
ITS00380,AWAITVEN,18.864761904832843
CRM00002,QUEUED,18.816666667
DC000248,INPROG,18.807122507107703
ESI00052,INPROG,18.733333333
DC000209,QUEUED,18.730257468570134
DC000127,QUEUED,18.60659895987821
SM000514,PENDING,18.55
DC000257,AWAITCUS,18.529166666675
EDC00021,QUEUED,18.515969989295506
ESI00049,AWAITCUS,18.441666666737497
DC000121,SLAHOLD,18.383333333
NS000102,SLAHOLD,18.366666667
DC000209,INPROG,18.26709523810773
DC000252,QUEUED,18.23855932205
DC000128,PENDING,18.166666666789993
EDC00006,PENDINGCUS,18.166666666661538
NW000431,PENDING,18.06609523816058
ITS00377,AWAITCUS,18.02499999995
DC000129,INPROG,17.883684210440883
ITS00380,INPROG,17.841061452750274
EDC00083,QUEUED,17.822222222233332
NW000477,INPROG,17.729432624141488
DC000206,INPROG,17.680606060635757
DC000110,PENDINGREV,17.649999999920002
NW000505,AWAITCUS,17.612500000075002
NDS00008,QUEUED,17.533333333
NW000409,PENDINGVEN,17.43209876530741
DC000222,QUEUED,17.40703124948125
ESI00011,HISTEDIT,17.311805555695834
NW000503,QUEUED,17.29605845884653
ITS00103,INPROG,17.283333332983332
NW000446,AWAITCUS,17.2796875000125
ITS00102,QUEUED,17.2125
DC000216,QUEUED,17.196751412426813
EDC00054,INPROG,17.176344086080647
NW000426,AWAITVEN,17.033333333479998
DC000254,SLAHOLD,17.0
DC000128,INPROG,16.923555985856634
ITS00342,SLAHOLD,16.873148148166663
SM000561,QUEUED,16.806369731725006
DC000254,AWAITVEN,16.78333333333333
NW000446,PENDINGREV,16.766666667
ITS00110,QUEUED,16.69166666634
NS000102,AWAITCUS,16.683333333
EDC00032,QUEUED,16.666666667
NW000483,QUEUED,16.666402116388085
ENT00005,QUEUED,16.65142355255873
DC000133,INPROG,16.42711389811258
ENT00015,PENDINGCUS,16.42499999985
SM000558,INPROG,16.35444444453334
ITS00346,AWAITCHG,16.333333333
DC000152,QUEUED,16.303126718814806
NW000445,PENDING,16.294444444333333
DC000155,AWAITCHG,16.17666666662
SM000570,QUEUED,16.116666667
COR00551,SLAHOLD,16.105555555666665
NS000108,AWAITVEN,16.0
ITS00373,INPROG,15.83333333335
ENT00007,PENDINGVEN,15.8
ESI00025,QUEUED,15.789080459768963
DC000130,PENDING,15.765217391226088
DC000247,QUEUED,15.691176470615295
NW000452,PENDINGVEN,15.65
SM000580,INPROG,15.61666666685
EDC00009,SLAHOLD,15.499999999924999
DC000152,PENDING,15.472311827917741
DC000110,PENDINGVEN,15.4
EDC00029,AWAITVEN,15.333333333339999
DC000191,QUEUED,15.234110231545019
ITS00381,QUEUED,15.141352405785044
NW000429,PENDINGVEN,15.094444444333334
DC000191,INPROG,15.084567901305554
DC000231,INPROG,15.016666667
DC000176,QUEUED,14.938573232314981
NW000434,INPROG,14.764518900362896
ITS00373,AWAITCUS,14.763888888833334
NW000427,PENDINGVEN,14.76333333346
DC000233,QUEUED,14.710623409642375
NW000436,SLAHOLD,14.7
ITS00307,PENDING,14.677777777783335
DC000247,INPROG,14.658333333424999
DC000228,INPROG,14.588888889000001
DC000193,QUEUED,14.491176470611764
DC000155,QUEUED,14.460324781396434
DC000133,QUEUED,14.450095706848769
ENT00009,PENDINGVEN,14.421212121209093
EDC00040,AWAITVEN,14.3749999999125
ITS00378,SLAHOLD,14.322222222233334
EDC00029,QUEUED,14.211386707066978
DC000155,SLAHOLD,14.174999999950002
NDS00028,PENDINGCHG,14.133333333
DC000262,AWAITCHG,13.98333333315
ITS00347,SLAHOLD,13.949999999999998
ITS00380,AWAITCHG,13.939750215316542
EDC00025,INPROG,13.933992467027691
ITS00372,QUEUED,13.883333333
EDC00067,QUEUED,13.816666667
DC000188,INPROG,13.81543126689852
NW000447,PENDINGVEN,13.766666667
DC000173,QUEUED,13.530952380942855
DC000127,INPROG,13.509781045217737
NW000402,PENDINGREV,13.5
DC000163,AWAITVEN,13.390909090909092
NW000412,PENDINGCHG,13.366666667
DC000236,AWAITVEN,13.361904761999998
NS000108,QUEUED,13.257420091299322
EDC00029,SLAHOLD,13.198484848566668
NW000457,AWAITCUS,13.06666666685
EDC00010,HISTEDIT,13.037500000075
ENT00045,AWAITVEN,13.027777777783333
ENT00009,AWAITCUS,12.960000000139999
ITS00368,INPROG,12.955769230773075
EDC00095,AWAITCHG,12.9111111109
DC000155,INPROG,12.90624417520892
EDC00009,INPROG,12.878531073511864
EDC00002,INPROG,12.778347578412854
ENT00005,INPROG,12.705325714283894
NW000508,QUEUED,12.643598862035414
